COMMENT_ID,AUTHOR,CONTENT
z13nt3s53sbnupdoc04cjpuwhzvdh5gyr04,Sofi Duarte,3:46 so cute!﻿
z12ijzhpitadz15sb23bgxfoilenufewr04,Walker's.Enchanted.Music.Channel,"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿"
z13sgp1qayzmcx0tq22dy5wqllnpfvsv0,Ken Santiago,Roar is without a doubt your best song...feel good song with a message for  everyone. Good job Katy﻿
z12sixzbalueu5irr04chv1yhpy4t5ky31g,o olek,The great mother of the jungle. Sweet and natural. I like her videos.﻿
z13dexprepfgfjjai04cetejapnqxjq4fj0,Misael Navarro Leon,Katy has conqueror's haki &gt;:)﻿
z12fx5xbxru0i3kzu04ccpm53yjqzvlr4q00k,Dj enderman,There is 7 bilion poeple on earth Now stop being dumb﻿
z12ayngz3kffwhr1x22ei3agorrhebndb,Analiner Benny,I love this shit but I disliked it because it's sucks﻿
z13ogjwqvuazsh0v123evnzipxyjx5fcv,ENZOxDV9,"this video is very inaccurate, a tiger would rip her face of﻿"
z13rv5abiqvggpsz304cdr54xnndwtxbl44,Yoshi does Minecraft,Are those real animals﻿
z13is3w4ixr5cjkwv04cibzocqeicbfoxsc0k,Steve Gallagher,Maybe the best music video in the last 15 years? This is how pop music is  done folks!﻿
z13oilua4nu5ulzs122xvdc5skfqzfy5y04,Jouri Osman,I love KATY PERRY &lt;3 &lt;3﻿
z12nsngbgzqwyxnmk22sibsqbwqlzfuva,John Chen,Boooobs﻿
z13kvddrenfhxjeod04cg11pkk2sg1vbr0c,Buffo hrdfjiu,"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ﻿"
z12nfn4yazrphtzwi04cchahoxqlvtc4mvk0k,KatyPerry Queen,Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿
z13wwx4g2wmufxn0t235flwo5qu2sdrs3,Abhi Vats,Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿
z12njp45xonlypf2x23ketjjpzjee3cyt04,bea boots,great song you go katy!﻿
z13tuhgotq3ifrl0423uwx35trelwdwdd,jay cruz,looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt﻿
z12lcb0rxw3qtlsqm04cebpbjkqjtdza1xs0k,Veronica Kkk,My telephone!﻿
z13lwjvwbrqgdrdut22qhf54gvqwuz1nv,Thalia Grace,This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.﻿
z13mxjrbuyv5slha204cjdwg0wauylyap3w,Peter Wilkes,"really want this video to get 1 billion views, would be amazing!﻿"
z13kdx4bjwevyfhfy222jhvo2nvsdxzyt04,Alanoud Alsaleh,"I started hating Katy Perry after finding out that she stole all of the  ideas on her videos  from an old comic book. Yet, her music is catchy. ﻿"
z12vwdpzylnfhdhoc04cfxhbdrjqed2rjh4,jose ramon Bocarejo,How can this song have 629 million views while there are only 7 million  people in the world?﻿
z124spyhambnyly1l223gzliqmqxyxzy304,Magic Johnson,Katy Perry is garbage. Rihanna is the best singer in the world. ﻿
z13wxrja2ny2jfq0r22ojhwwdpimt5ogu04,Chloe Steiner,"Katy Perry is part of me Katy Perry is my firework Katy Perry, I love you﻿"
z12wc1vj2mytepiki22lf5bggrynfloa304,Rolando Viray,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿
z13mel5zokapi1ax004cg3goburlghkwdk40k,Jian Li,"see it all, human folly right?﻿"
z13gsbt40s25vre2q23rdtmxepytftaei,Jana Trpevska,Great.This is a song﻿
z13ye5lzknauy3ilv22nfbm5kyjgdbo1h,Amana Amjad,Awesum song!! Jus luv it!﻿
z13ithgi0zjwz15rn04cclkgxpafydzocrs0k,Harrison Lloyd,Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿
z13nhjbxcwe4stwwz04cfpfoqrzghr540ns0k,Mandeep Kaur,selfie alert﻿
z12nj5gwruilz5a4y04cfdda2wfgz1lwecg,Chris Madzier,Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿
z13wthrbisjqg5cm423qxnpopsrowzvzg04,DatoJason Jason,It is a shit﻿
z12ijdi5kuimjphgy04cjzxxzyusg3xjoyc0k,Ari4Cortez5Ortiz 9Uria,Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿
z12iwnkoukqythvf022xx1ii4xisfn2dd,Emma C,i am a big fan of you and i love you﻿
z13jffkgavyhv5tkq22lyboo2subj1vu0,Tushti Chakraborty,I &lt;3 Katy Perry!﻿
z12zyrnp1unbczz0v23mhr3wwoa0vfcak04,Kaida Tong,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿"
z12twzjoszz0xxuo304civmjxyjiv3hg5rw0k,MrCollinGabriel,"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿"
z12zttujlvi5iptyo04cfnyq4rqeip0bpt40k,Sarcataclysm,At least she didn't get rid of her completely useless makeup.﻿
z12zzvtjxkn1tvdpy04cgvcrxprhypz5oek,The Technology Zoo,I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿
z13byjoiuqvhctxc423ahhxafrizwhfto,tonya parker,This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿
z13wvdhxeyqeidsmz22jehupivbqxjvtp,Ramen Noodles,"She's got it all. Incredible voice, extremely hot, nice tits﻿"
z133unbosvyetbf4n04ccboqbqnydzhrtg4,tomo fr,I really like this song.﻿
z12pi3wbqljkwjher23stftwykbzid1fv,Hany Faisal,my son love so much﻿
z13iijhzqwz4gxek122ugd3bllbks1011,Alef Paulo,Y LOVE YOU﻿
z13ighawfwy5y5t5a04ccnp5dozetzfpq0g,Snipe Last,why the elephant have a broken horn﻿
z13zyrkanyf2y3cxw04chznrcxmefpkpf3s,Shane Lumsden,Where did she find all that make up in a freakin jungle?!﻿
z134hvcalzjkd11w304ccxlhipnqudd5hkw0k,Danuchi zuuzu,so cute that monkey *-*! ﻿
z12isxfbaqulfttva23qjxkwem2bcvlyv04,Ghazwan Mattoka,Nice song﻿
z12xe1uw2sv3i1dm322nhrcazuitt3cjv04,Ronnie Cromer,"You are all sheep, period. This is terrible music.﻿"
z12yj3cwwqf4vlb2d23au5zhhvjpjth2o,The Technology Zoo,In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿
z13yjbgh1qzmxly5o04cfxm5vumeibdgq1w,Wonderfulkid,I love her green eyes﻿
z13derchioqxifr1m22pztjgvwuewvtz404,Jane Kaspar,How old is Katy perry?﻿
z132e5hhbwvxivbib04cf1wzdqnfdbgoyak,Crafting English,most popular video on youtube  ﻿
z13qxj4avoquihrc322byvrxrxasvviac04,Romix &amp; Muffy,NOKIA spotted﻿
z12iwthq2zn5xtxcc23hw1jjxmzddt3ft,Radiovarietyshow,"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿"
z12us3jzyurkxzntu22bvnpwskjdx1jkk,Vincenzo Canino 98,Fantastic!!!﻿
z12yhfh4rwqyetoep22psxorpyi5d5ihj04,Λυδία Γκ,She's awesome XD﻿
z13mhf4b5pqigtmgp04cf3korzytgzwqwsg0k,Rayana Santos,Katy perry songs aren't that bad ﻿
z131yf5grx3hv1rxb04cdx0zexadztqgxrg0k,Gasser ElLord,That's Good :)﻿
z13ccdhqkujfe3i3s221tj5h1wmrfjibe04,Amanda C,Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿
z12zer0p2uaowfzqu04ccnczoyyryjj5u1s,Annie Trace,If only I had the body like Katy Perry :)). She looks so hot. I love her  ^^!﻿
z12ih1iyqojdhlxgu04cdhsb1ofdtll5a3g,Deepty Awasthy,"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿"
z121gzyrrsm4jlvid04cjj0zzpyxwv3qocc,desing,Who else would give Katy perry a good old mighty roar? ;)﻿
z130tpc5mwbqtxkox04cipervsaysn0w22o,William Fernandez,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿
z13osblxvrj0ibtcn22cjjzguw31d5534,Dana Nipper,katy perry is awesome﻿
z134htdz0kjvgbd5w04cebardrm5zp15mw40k,Matt Twine,Nice song .See my new track.﻿
z12lhtpotlygylwcj23idphbpsjih0e0,Kane Bradford,I love this sooooooooooooong I love katy perry﻿
z13utrmbosiawt10p22kextrikr0fprhh04,Tiny Tim,What does that tattoo on her right tricep say?﻿
z13myxsrskidhjt5u04cfb3hpqn4vb1q5ts0k,imscarlet,"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿"
z13gw3uz2kfkcf3np22nsvz4zkr0u5xzl04,ambareesh nimkar,"""eye of the tiger"" ""i am the champion"" seems like katy perry is using  titles of old rock songs for lyrics..﻿"
z12ocr0rypvrdbq4004chheqepesuxkicyw0k,Orfeu LUZ DO SOL,She is a perfect wonder.....﻿
z121gdxzazm3cplce234g5uheyn4c5e4104,WWWWWWWWWWWWWWWVWW,she is horrible at acting. cringe-worhty.﻿
z12auv0iwzukvnvf322vsd2y0pnpw5ure04,Feredea SJ,"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvm﻿"
z13idnfjpl3njhnyv04ccfuzwsryhpcbkjg,Ella-Grace Aldred,Is that tiger called 'Katty Purry'?﻿
z13bhfphlnbjsb4n123huzyy1urufxjp004,uranium 239,"blue eyes, can't be trusted.  uranus bless america.﻿"
z12yfvzzpt2tizxvb22yj334vzmrh13gc04,Natalya Korshunova,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿
z13vvheilmf1cbqfr22ge1rwqszpcvbgc04,ColoursBruh,Katy has a voice of an Angel﻿
z13nujhysyf3ftvgt04ccrd4szrxcvzbvt00k,MeSoHornyMeLuvULongTime,This video is so racist!!! There are only animals.﻿
z131zt3poqazypy0a23ghxojfme5ydmmp,Aarjav Parmar,Man she is BEAUTIFUL!﻿
z12etvywgsjpthpvz22gwfm4vnqyydj3l,Rebecca Shields,Yesterday this video have 1 million likes and now it has 2 million﻿
z13oxduriwbjvd41y235g1k4porjcr2xu04,Mardhy Hassan,why tiger succumbs to a beautiful girl ?.probably male tiger.....????   ha.ha.ha..﻿
z13nv5tycmikx3syi04cdv5bmruufbrqjyk0k,Abigail Gustav,Best song ever ﻿
z12jxb3rkze0jljrq04cib0xbxbrt3mae1k,Fredrik Jonsson,Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿
z12fzn5rgqi4sdwwe04cj33qdvbbipgjylc0k,Mary-Jane Watson,"She is good. Does she make any more music? If she doesn't, she should!﻿"
z12wzpww1rnqwjq0223dd5gofvzbwjqth,ikbal kemerkaya,I LOVE YOU KATTY PERRY &lt;3 ﻿
z13pch5b4xn1z1mju04cjdtaymyust4hvqs0k,Flip Tee,"HONESTLY, I WANNA SEE YOU BE BRAVE! oh wait...﻿"
z13yvbabmkemtbqk122repparnvhudrgr04,hernan perez ovando,;-)﻿
z13qdpxqiziasxzsv234hhqoeretuhabc04,Merenguette,this video is great .....!!! I love this........and like much katy perry﻿
z12axxpa2p2cdxu1p22vwfya1kz1gps4o04,Freya Questionmark,"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿"
z130fjzbglzugzfdx23cipvotlrkdpepo04,subscrool,"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿"
z12mhbmbhlv5jbi1n231chnqtrmkjrenc,MrSlowGhost,It should be illegal to be this goodlooking as this babe is...﻿
z13odfj4atu3vdw0k22xwbtrftfoubzwf04,sebastian hudson,katy is mine the girl of my dreams ♥﻿
z13uhfazpsvxed2x004chpwjayudxpvhv3o,Chewwy Moriarty,I love this song﻿
z12kstz4owbggv12p230vpcwntjbyrqim04,haribo elf,She is fit﻿
z13jddxactekydkim04cfvzijxiygbvgkh4,Patricia  Reyes,I love the song roar it make me think am fill the way﻿
z13oghdjnqzcftxwp04cdv0acx3msl5zbkc0k,ollie123216,"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿"
z12gsvozdnffulgly23tdzyholacht41h,nleeklee polowtehow,"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿"
z13xxt4idrj0xx0vy23mzfswexbtytozw04,randman21,"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.﻿"
z12iup4axsfpz50rz04cgr3xiuakujcwvb0,ΑΓΛΑΪΑ ΛΕΠΤΟΚΑΡΙΔΟΥ,:-D ♪♪♪ This is my favorite song ♥﻿
z13mwftg2ozrfpmzm04cjpaxuqv0tpygyl00k,Brian Schultes,this song never get's old &lt;3 ﻿
z12dynswht2rujq1e22xi5dappq1vrlh504,ali aydın,I like you . Katy Perry 600▲60▲6▲﻿
z12czbcjtzzjxfz5p04cffk5xsztwvsrop00k,IMustKillGoogle+,Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿
z12dujcgssjgd505g04ce5zzlka4d1p40vs0k,GX2re,Katy Perry can't sing for shit. All i hear it autotune.﻿
z13jj5yx2lmeznske23dxrg51xnyhtrae04,Denzel Saimi,I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿
z13pwzyitx2sgz1w504cdlq4bxa5uvsqf0g,Emily Thrun,Put famous people in the jungle for an hour and look what happens.﻿
z13achnwtnfohviax04ccn2rlraugdighjg,Robert Petrea,"She kinda let herself go, huh?﻿"
z12sc3pptnvrfbgwl04cdnfgynv5gtuwcpg0k,ahmed soliman,we all love you Katy Perry &lt;3﻿
z12uwdpwjlnrvvuri04chd4ojrfrhvzjjls0k,Marie farias,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿
z13ez3wxdsnjv1dej22uedkr2vbsgj2m3,Chris Madzier,Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿
z122sdu5jnnwsr0kf23aghaz5rnkijtkl,adrianavargova,"When I hear Katy singing this, I cry. The song has got depth.﻿"
z12yirkj4lzkupsnl222tbl5zwnwxfepj04,Boshra Abdrhman,Love it﻿
z12lznkqhkyysbznf222ft35zmy1shkb504,youngj,People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿
z12qxxchsv2oetuut22jwxur3tjjcvmw004,D Germain,please look up DHG SONGS this is my playlist with a bunch of amazing songs ﻿
z13mznp52kzciz12t22xx1q5unnxxd1ih04,michael smith,00 : 39 Im pretty sure that tiger just wanted a hug﻿
z13fzno5fnzdwl0wm04cc3fxqkubz3v4ieg,sreekrishna praveen,i love you katy perry because you will sing nice than shakira﻿
z12xf55o4niwyvdor04cizohvyuafzpowww0k,Jackson Heber,I love katty perry﻿
z123tv1ijsqaz5tv123atxqy3wj5j5mqg04,Michael Jurek,I did a cover if u want to check it out THANK U.....Michael Age 8﻿
z12whdyrktazxzbls22jjjaz5tvohh0nz,John Monster,Οh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ﻿
z12gjxa44vzxcfuqz04cjjmphmiyhzopcuk0k,ELPaso1990TX,I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿
z122ghagzyvyzrv3b23fzf4pelvusdoub,a carlton,I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3﻿
z13qh3azhtvkvbypn04cflwaxoz5x51bip00k,Googles top ten pics,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿
z13zyrkzxm21hblzq04cgl4yslaoc1zh52g,Abhishek Kumar Gendah,And somehow she has access to makeup in the middle of the woods...﻿
z12wy3fjlwnexjpzw04cf5ubzkudvfdinn00k,Fazeela Boodoo,It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿
z12kh3rhbs3duzfea23hzf1qhlyuextzx04,Bobby Carlos,"Lets be honest, you wouldn't last 1 day on your own in the jungle. Stop  living n a fairy world.﻿"
z130ut4izmyus5xr504cfzrx1umeglx4urg0k,Serj Cat,"Nature is beautiful, no need to place tits in video to impress people.﻿"
z12xjtzzfw2rtdt5p04cfbmihmusv3hjouc0k,Yourmomma Son,This is so stupid. If you Roared at a Lion in real life you'd dede﻿
z12cvzca1qi3frejt04chrbhzsekxxopids,Paola Zelaya Deras,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿
z12esjnx1qn4vhywy04cfvpaunnxtvhbpnw0k,dinda zivic,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿
z12xunyyvkfmjpwbn04chxeipmaqg1apkxs0k,BIANCA FLORENTINA MANTA,Katy Perry is lion﻿
z120thzonkjsz3euu233jn0alpmcupqtk,xsilvermistx,"I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  ""Roar"" just says on the same wavelength. It falls flat.﻿"
z13sx5nrhq22yvste23fvnirosixy55ag04,The Robot Green Hypno,i like this song the video goes perfect with it﻿
z12hxjxqlu2bifvq204cgbggameftpswvfw,Paul Lewis,"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿"
z12mdpxzzvmxwfevl23juhzibvqyvp52s,Martwy Karas,Katy Perry's songs are the best of the songs of women artists.﻿
z12ji3wbxwivep2zu04cglfrtxvdg3dwzzc0k,Caitlin Hepton,i like this song because of all the animals and i like this song .﻿
z122vl141lzkvjqon04ccxwxuy3lypghum00k,Kathy Akers,I love this song so much!:-D I've heard it so much I pretty much memorized  the lyrics﻿
z12tchtw5m2ff5oyl04cjnl4oofcgx0y1is,We are proud to be Smilers,"great song, but we all know that Katy buys her views..﻿"
z13auhswxvj3vl1ms22nhpbbrmetc1kvx,MagpiedudeGaming,I hate videos like these with those poor animals.﻿
z131xnrwqtybhzilh22hipqauyuhvnlx104,Cem Devecioğlu devecioğlu,Hii youtube﻿
z12kwjfxuybnjvhcj23avhwptniuhbrok04,Karim Bazoka,nice ..very nice﻿
z13rz1ewdlrfy5tef23hwjkjlr25vhk4304,makayla Yarborough,I love this song!!!﻿
z13vyd3ofqi4vjute22mhjbaqxf2dvjql04,Nice Girl,*KATY YOU ARE A SHIT GO DIE!!!!!ROAR IS A FLOOOOOOOOOOOOOOOOOOOOP*﻿
z13kjhwrdtvjzbbtc22ag3u4nmaocb023,Jamie Breedlove, I love your music ﻿
z13szfnqoxaouldyf04cgrp5tmichhawj2g,FudgePlaysMC,My 6th grade teacher looked exactly like Katy Perry come to think of it...﻿
z13uuxnivmfpvplmi23vvrdhsku1vpnfy,KillerDan,"Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿"
z13ndnjbcnj5y1jpv04cg3z4tqfjihobu0w,Julia Szefer,Katty is the best! ! ! ! ﻿
z13ocniikmi1vzubr04ccn3jkzihtrbzpp00k,Bader Awesome,That was very good I mean very very much good ﻿
z12sjp3zgtqnvlysj23zuxxaolrvd1oj504,Kacy Cluley,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿
z132enrpoy35yxpoe04cjr4zur3jvbyq3xo0k,Kasia Fabisiewicz,&lt;3﻿
z12cdlswetvnejcri04cex0jfwy2u3tzj54,Rafi Hossain,Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿
z120e5uautvcuper304ccf4bjrjugdpbwrc0k,moaz adnan,who is going to reach the billion first : katy or taylor ?﻿
z13uwn2heqndtr5g304ccv5j5kqqzxjadmc0k,Corey Wilson,"<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=2m19s"">2:19</a> best part﻿"
z124jvczaz3dxhnbc04cffk43oiugj25yzo0k,Epic Gaming,wierd but funny﻿
z13tzr0hdpnayhqqc04cd3zqqqjkf3ngckk0k,Cheryl Fox,Party Rock....lol...who wants to shuffle!!!﻿
z12pcvix4zedcjvyb04ccr1r0mr2g5xwyng0k,PATRICK_TW,Party rock﻿
z13rcnlyamexujnf022vcrb5qouetpjz404,Brian Brai,Shuffle﻿
z13oe5si1ouygx2dv22vcrb5qouetpjz404,Brian Brai,Omg﻿
z123izobdqqyszmsx231cfuahxfjwjmpk04,Alex DeFeo,This song is just really fun ﻿
z13ghh0z5z3li1q1i22jdjma0xn2z535404,Giovanni Jimenez,Awsome<br />﻿
z13lwnoznomnynobc04cd5oylkz4vbngkhk,Silvia Bascur,wow!!!!!! increible song!!!!!!!!!﻿
z12wctyrfvndsj32n23yhrhrxlyiulpcn,Michael Whiteside,I love this song so much﻿
z12qgle4jsutshh1422kwjzwdkneerd4004,yenis maría Rodríguez,2015 LIKEEE﻿
z13rtrlxatfpfruxj04cd1hbizb4hv5jmf0,Alex Martin,I miss when people dressed like this.﻿
z12luhmz2trvu1s0y22xyfhq2lbgwhkxm04,Alex Jansen,2011- the last year of decent music.﻿
z12afxix2xnyhxaon04ccdtofrj3h10ygrk0k,Aiden Hill,Best song ever!!!!﻿
z12rt5qylz3ny5qdv221epkhvsvxwlgjz04,joe pepin-leblanc,"super nice, love musique﻿"
z12ogdfjckevwjtz504chrzytqeqthybckw0k,bilal kenno,wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿
z13fzxmg0si1cpsc323silmpnpuasflls,SoulInChains00,PARTY ROCK (8) ~﻿
z13xjvjgxqbcgdeni22wxfroqsvutpyb004,Phương Linh Nguyễn Ngọc,Thumbs up if you watched it in 2011﻿
z12nf31pdvqmjdoyt04cdn3xzvajgrihnfo,Gonzalo Ferrare,this is increidebl﻿
z12uwpdgeqnex5wwi04cjlkotmfeuv54zzk0k,‫אסף שמש‬‎,LMFAO!!!!!!!!﻿
z125v3ozoqenvthaz04cdtajsmzwgxkwxug0k,Henri Kameron,just :( superr!!!﻿
z12eg5zqxqbdfdzcn22uwxoqxovhhz1ke,Lukas Ogonowski,2015!! LLIKEE!!﻿
z13yyrro2wmcshswh04cd3saivu1xdprerk0k,LoL Games,Yeah! Let&#39;s start the party!﻿
z13ew5agxpmnifz3223ljn1rtvidtj0fp,snsddien,This awesome song needed 4 years to reach to 800 mil views while Tango Switch bitch needed 1 year. its not fairrrrrrr﻿
z13lhzyb0wmyfftcb22pdbg5swe3xlxds,ulvi ualiyev,NICE GIRL :D﻿
z134xhhpulz0snlai04cehqhosvst3lxbss0k,TransFormersAddict11,I remember back when this was so popular everyone on our school was shuffling it was crazy﻿
z13thxlwoy2qftuh204cgvvg3yvpyfbgvvc0k,Brandon Richards,LMFAO!﻿
z12rif2ypuzofjo0s22se3e5dzrnznq2z,Jared Acevedo,Super awesome video<br />﻿
z13xc5v4hkbfdvgpb04ccz0zkrujib4a23c,Paul Crowder,JUST DANCE 3 😂😂😂﻿
z133wlxihmr0xzicr224gfj53tnhxlxmg,keonte moore,Party Rock<br />﻿
z120tv4aborbjtpuo22ecxvx2rqmsrhck,Paige Lebrun,"LMFAO - Party Rock Anthem ft. Lauren Bennett, Goo…: <a href=""https://youtu.be/KQ6zr6kCPj8"">https://youtu.be/KQ6zr6kCPj8</a>     <br />BOX MAN GOT SOME MOVES! :D HE MAKES MEH SMILE﻿"
z13wxrejjparwzku322ytdjamub5y5glg,EDWARD  PALMA ,This the best song i ever hire<br />﻿
z12sfpazjvv3s3tss23hdhgacwasjjemb,breathinsoul,"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿"
z13gfxxpcpemtbfru04cgnobbqraszrowpc0k,lol Ippocastano,"Party rock anthem is love,party rock anthem is life﻿"
z13nfjwhmzyfthozy04cgnobbqraszrowpc0k,lol Ippocastano,"Stop,is a very TOP 1﻿"
z12lgx5xhnj2sdsy004cdhooyvfvd314dyk0k,goofygroova16,Ahhh back when my life didn&#39;t suck...﻿
z134ejc5qo2tinqb404cezl4ayq5cprwoqw0k,Boa Hancock Amelia Caria,Party rock! XD﻿
z12qgp2yvnbvx3wf1222idfjcybhhzl3d,eliška žáková,CUTE  :)﻿
z13vg3dgkqjycpttg23bvl2pwzzzwnteo,Ciasteczko ;*,LMFAO best songs ever!﻿
z13ydf2g2z3lz1ids22zy50ocn2hvxfn2,FERTHEBOSS1,they Shuffle hard that they made an Earthquake in Nepal﻿
z12ghl3g3lfvsz5lh223u10jnyvgflune,Madagascar Tropic Voyage,Nice﻿
z12re1q41uvxf3lkf22zzpdo4mj2cflxq04,Gulam Maulana,still.. this reminds me of 1 years back when i was do shuffle everyday﻿
z13sunj4vkyqwdwsq23jcvrpepyegzwrb04,Tyrone Wilson,Love this song makes me wanna dance! ﻿
z12hh3bobpvle1mvt22icnvommzjjxaup,Ahmed al rawahi,that time in 2011 where this shirt was cool﻿
z13jihf5luz0s5nlj22usvaquqeyvxk2u,Merle Walton,Love this video and the song of course﻿
z13df5jp4umzg3jhw04chniaxlviirc4hqs0k,Tominke Urbančok,Very Nice !!!<br />Yeah Fucking.﻿
z131jxyx5lameffkt23qfhsb4weazhxxg04,thebayareapimp,WELL THIS DUDES FADED THE FUCK OUT!﻿
z12cffepsub4gv5z204cjn5zykntdz45ygk,Meneer Mandje,Ah. Good old times (:﻿
z131uxqp3qawzxohf04ce3njbzawyjyhbuw0k,No Name Ass Fuk,old and good song﻿
z125ed041z3phrqsu234vljydn35jhadw,hassan laidli,cool﻿
z12lzlsxewzbihrvl23jibxpttjxcrv04,wanderer damion,not 2 million view anymore :))﻿
z13dun5iruvhx3ryi04cgjkq1nqhhp2p1p00k,Jipi Trần,Good﻿
z120zd0iryyxgfsnh22zxxqq1q3pjf5et,ShockMinerX,Remeber the good ol&#39; days when songs weren&#39;t about butts.  ﻿
z12lfltwkq2cv1gft22aslh5hwyjgtzto,marie smith,You are the music hero😍😎﻿
z13hxdr5uvbsintfz22uddk4imbkcp20h,Mattkrewe,i was born in the wrong generation﻿
z13nctv5kwyetr3q504ce3443mqbhns4xu40k,janet rangel,Love this song makes me wanna dance! ﻿
z12cylxbfwfxijrbs04ce3443mqbhns4xu40k,janet rangel,Love this song makes me wanna dance! ﻿
z12rtnfbgv2jwdj4q04cefeaqxevh5ogpwg0k,Роза Герман,Very good! Like! :D﻿
z13wtxlwqlfizpaiq04cixs4eon3ez5xeaw,Andy FunnyVideos,"the views...... They&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿"
z13ezbtpzujggwcckyy0cljbfkn0zbkk1,Gaven Purdin,love lmfao party rockin keep it going﻿
z12hy3mipnupwbelu23bxloz0uyutfhql04,Martin Dushkov,Best Music Ever!!!﻿
z12pxvow0mzfj3mvx22hv3eqslmuvl4w304,Ernad Smailovic,Likeeee﻿
z12ycjvh3nbqulnmr23tyv45pubiexurd04,nienke de kimpe,Cool﻿
